Time;Image index (Image index);Distance L(t) (Extensometer 1);Change in distance (Extensometer 1);Strain - RC (Extensometer 1);Distance x L(t) (Extensometer 1);Distance y L(t) (Extensometer 1);Distance z L(t) (Extensometer 1);Change in distance x (Extensometer 1);Change in distance y (Extensometer 1);Change in distance z (Extensometer 1);X-displacement (Strain Gauge 1);Y-displacement (Strain Gauge 1);Z-displacement (Strain Gauge 1);Displacement (Strain Gauge 1);Height (Strain Gauge 1);Exx - RC (Strain Gauge 1);Exy - RC (Strain Gauge 1);Eyy - RC (Strain Gauge 1);Max. principal strain - RC (Strain Gauge 1);Min. principal strain - RC (Strain Gauge 1);Max. shear strain - RC (Strain Gauge 1);Poisson ratio -Exx/Eyy (Strain Gauge 1);Poisson ratio -Eyy/Exx (Strain Gauge 1);Von Mises - RC (Strain Gauge 1);Tresca - RC (Strain Gauge 1);Poisson ratio -strain max/min (Strain Gauge 1);Poisson ratio -strain min/max (Strain Gauge 1);Max. strain angle (Strain Gauge 1);Max. shear angle (Strain Gauge 1);Vorticity-z (Strain Gauge 1);du/dx (Strain Gauge 1);du/dy (Strain Gauge 1);dv/dx (Strain Gauge 1);dv/dy (Strain Gauge 1);dw/dx (Strain Gauge 1);dw/dy (Strain Gauge 1);Ezz plane stress state (Strain Gauge 1);Stereo reconstruction error (Strain Gauge 1);X-displacement (Strain Gauge 2);Y-displacement (Strain Gauge 2);Z-displacement (Strain Gauge 2);Displacement (Strain Gauge 2);Height (Strain Gauge 2);Exx - RC (Strain Gauge 2);Exy - RC (Strain Gauge 2);Eyy - RC (Strain Gauge 2);Max. principal strain - RC (Strain Gauge 2);Min. principal strain - RC (Strain Gauge 2);Max. shear strain - RC (Strain Gauge 2);Poisson ratio -Exx/Eyy (Strain Gauge 2);Poisson ratio -Eyy/Exx (Strain Gauge 2);Von Mises - RC (Strain Gauge 2);Tresca - RC (Strain Gauge 2);Poisson ratio -strain max/min (Strain Gauge 2);Poisson ratio -strain min/max (Strain Gauge 2);Max. strain angle (Strain Gauge 2);Max. shear angle (Strain Gauge 2);Vorticity-z (Strain Gauge 2);du/dx (Strain Gauge 2);du/dy (Strain Gauge 2);dv/dx (Strain Gauge 2);dv/dy (Strain Gauge 2);dw/dx (Strain Gauge 2);dw/dy (Strain Gauge 2);Ezz plane stress state (Strain Gauge 2);Stereo reconstruction error (Strain Gauge 2);Voltage ADC 1 channel 1
ms;;mm;mm;S;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;S;S;S;S;S;S;;;S;S;;;°;°;S;S;S;S;S;S;S;S;pixel;mm;mm;mm;mm;mm;S;S;S;S;S;S;;;S;S;;;°;°;S;S;S;S;S;S;S;S;pixel;V
671000;672;28.2649;2.45936;0.0953037;-2.87382;28.1107;-0.656675;-0.479822;2.41943;-1.04435;-0.747882;-0.910947;-0.268638;1.20885;-6.2184;-0.015748;0.00502351;0.0727658;0.0730499;-0.0160322;0.0445411;0.216421;4.62063;0.054831;0.0593881;4.55645;0.219469;95.0738;140.074;-0.0324806;-0.015741;0.0141658;-0.00336481;0.072684;0.0119704;0.00404958;0;0.0585591;-1.23068;-3.34532;-1.33643;3.8068;-6.9641;-0.0213284;0.000858849;0.0898853;0.0898919;-0.021335;0.0556134;0.237285;4.21435;0.0681618;0.0741513;4.21335;0.237341;96.9908;141.991;-0.0162724;-0.0213612;0.0107881;-0.00805726;0.0898322;0.00741188;0.0834857;0;0.0872542;3.38407
672000;673;28.2778;2.47225;0.0958032;-2.87508;28.1235;-0.659106;-0.481073;2.4322;-1.04678;-0.748556;-0.908779;-0.271477;1.20827;-6.21476;-0.0155548;0.00511916;0.0713121;0.0716127;-0.0158555;0.0437341;0.218124;4.58456;0.0538113;0.0583121;4.51659;0.221406;94.3933;139.393;-0.0320545;-0.0155447;0.0134155;-0.00250477;0.0712403;0.0103428;0.00364859;0;0.0607244;-1.23236;-3.35255;-1.34102;3.81532;-6.96869;-0.0216915;0.00128175;0.0908276;0.0908422;-0.0217061;0.0562741;0.23882;4.18725;0.0689453;0.0750321;4.1851;0.238943;96.98;141.98;-0.0160747;-0.021723;0.0115859;-0.00795966;0.0907668;0.00645604;0.085507;0;0.0875678;3.38143
673000;674;28.2869;2.48142;0.0961584;-2.87661;28.1325;-0.663078;-0.482607;2.44117;-1.05075;-0.747399;-0.902634;-0.27877;1.2046;-6.22854;-0.0168449;0.00497333;0.0718498;0.0721278;-0.0171229;0.0446253;0.234446;4.26538;0.0546937;0.0595004;4.21236;0.237396;95.3197;140.32;-0.0290806;-0.0168379;0.0140188;-0.00332399;0.0717696;0.00315455;0.00300282;0;0.0566234;-1.23263;-3.35844;-1.34603;3.82234;-6.97371;-0.0213743;0.000811867;0.0908245;0.0908303;-0.0213801;0.0561052;0.235336;4.24925;0.0687967;0.074807;4.24835;0.235385;96.7448;141.745;-0.0162959;-0.0214056;0.0104912;-0.0078719;0.0907743;0.0147719;0.0912981;0;0.0879084;3.38131
674000;675;28.2989;2.49343;0.0966237;-2.87612;28.1447;-0.657807;-0.482114;2.45342;-1.04548;-0.747332;-0.898637;-0.279999;1.20185;-6.22976;-0.0173436;0.00480286;0.07176;0.0720181;-0.0176018;0.0448099;0.24169;4.13754;0.0548293;0.0597466;4.09152;0.244408;95.8692;140.869;-0.0268115;-0.0173394;0.0142298;-0.00384071;0.0716763;-0.00388322;0.002967;0;0.0561271;-1.23384;-3.36633;-1.34864;3.83058;-6.9795;-0.021529;0.00119923;0.0907409;0.0907537;-0.0215418;0.0561478;0.237258;4.21482;0.0688163;0.0748637;4.21291;0.237366;96.0876;141.088;-0.0163833;-0.0215524;0.0101997;-0.00687493;0.0906939;0.0119888;0.0852123;0;0.078848;3.38147
675000;676;28.3068;2.50127;0.0969278;-2.87723;28.1525;-0.658487;-0.483225;2.46118;-1.04616;-0.747964;-0.897063;-0.277131;1.20041;-6.2269;-0.0168337;0.00555176;0.0712405;0.0715891;-0.0171823;0.0443857;0.236295;4.23201;0.0543662;0.0591809;4.16644;0.240013;95.1458;140.146;-0.0284509;-0.0168223;0.0147393;-0.00288079;0.0711535;0.00246892;0.00142177;0;0.0559844;-1.23509;-3.37406;-1.34796;3.83754;-6.97882;-0.021811;0.00158089;0.0915737;0.0915957;-0.021833;0.0567143;0.238179;4.19852;0.0694942;0.0756191;4.19529;0.238363;95.7197;140.72;-0.0138765;-0.0218301;0.0104052;-0.0063269;0.0915252;0.00791728;0.0860765;0;0.0777293;3.38162
676000;677;28.317;2.51152;0.0973247;-2.88;28.1625;-0.657828;-0.485996;2.47121;-1.0455;-0.747285;-0.895534;-0.27225;1.19772;-6.22365;-0.017482;0.00594066;0.0760874;0.0764631;-0.0178576;0.0471604;0.229762;4.35233;0.057854;0.0628805;4.28181;0.233546;94.9607;139.961;-0.0243254;-0.0174685;0.0156896;-0.00296101;0.0759894;-0.0194525;-0.0157785;0;0.0581079;-1.2358;-3.38235;-1.34575;3.84428;-6.97559;-0.0213265;0.00181119;0.0916539;0.0916829;-0.0213555;0.0565192;0.232685;4.29766;0.0693454;0.075359;4.29317;0.232928;94.8199;139.82;-0.00849869;-0.0213385;0.00961006;-0.00518062;0.0916131;0.00405754;0.0890781;0;0.09321;3.38291
677000;678;28.3282;2.52264;0.0977559;-2.88162;28.1736;-0.655879;-0.487613;2.48228;-1.04355;-0.746639;-0.889192;-0.282505;1.19497;-6.23391;-0.01721;0.00604624;0.0747535;0.0751493;-0.0176058;0.0463775;0.230224;4.3436;0.0568837;0.0618367;4.26843;0.234278;94.8752;139.875;-0.0279421;-0.0171952;0.0156559;-0.00274163;0.0746564;-0.012747;-0.0183215;0;0.0530641;-1.23558;-3.38914;-1.35746;3.8543;-6.99009;-0.0215058;0.00142785;0.0917137;0.0917317;-0.0215238;0.0566277;0.234488;4.26461;0.0694498;0.0755036;4.26188;0.234638;96.559;141.559;-0.0185974;-0.0215335;0.0113956;-0.00750625;0.0916551;0.0122835;0.0842187;0;0.0890453;3.38563
678000;679;28.3393;2.53377;0.098187;-2.88204;28.1847;-0.657021;-0.48804;2.49339;-1.04469;-0.74641;-0.885512;-0.282008;1.19197;-6.23163;-0.0172009;0.00611705;0.0743204;0.0747275;-0.017608;0.0461677;0.231443;4.32072;0.0566079;0.061557;4.24396;0.235629;94.8714;139.871;-0.0225596;-0.0171855;0.01572;-0.00266828;0.0742228;-0.0119311;-0.0274894;0;0.0554841;-1.23565;-3.39305;-1.3559;3.85721;-6.98358;-0.0215342;0.00145549;0.0932344;0.0932529;-0.0215527;0.0574028;0.230969;4.32959;0.0704603;0.076537;4.32674;0.231121;96.8646;141.865;-0.0169548;-0.0215665;0.0121048;-0.00807592;0.0931684;0.0109526;0.0848744;0;0.0907642;3.38049
679000;680;28.3514;2.54585;0.0986553;-2.88268;28.1967;-0.661035;-0.488679;2.50538;-1.04871;-0.746517;-0.879728;-0.288994;1.18942;-6.23862;-0.017195;0.00669668;0.0752142;0.075697;-0.0176777;0.0466874;0.228613;4.3742;0.0572739;0.0622498;4.28205;0.233533;94.1699;139.17;-0.024445;-0.0171738;0.0159991;-0.00180673;0.075116;-0.00925246;-0.0256934;0;0.0542357;-1.23701;-3.39844;-1.36327;3.86498;-6.99095;-0.0214241;0.00162606;0.0934717;0.0934947;-0.0214472;0.0574709;0.229205;4.36291;0.0705736;0.0766279;4.35931;0.229394;95.9116;140.912;-0.0141506;-0.0214465;0.0110523;-0.00680984;0.093417;0.00785905;0.0834294;0;0.0913192;3.3813
680000;681;28.3617;2.55617;0.0990552;-2.88329;28.207;-0.663023;-0.489285;2.51565;-1.0507;-0.746614;-0.880783;-0.280477;1.18823;-6.2301;-0.0175023;0.00570482;0.0765211;0.076866;-0.0178472;0.0473566;0.228725;4.37205;0.0581139;0.0631421;4.30689;0.232186;95.0952;140.095;-0.0259442;-0.0174911;0.015497;-0.00323253;0.0764247;-0.00480903;-0.0304;0;0.0610552;-1.23801;-3.40918;-1.35728;3.87265;-6.98496;-0.0214742;0.00155182;0.0936906;0.0937115;-0.0214952;0.0576033;0.229204;4.36293;0.0707366;0.0768045;4.35966;0.229376;96.6423;141.642;-0.0161899;-0.0215042;0.01202;-0.00781419;0.0936257;0.00552592;0.0829895;0;0.0911348;3.38341
681000;682;28.374;2.56845;0.0995312;-2.88432;28.2192;-0.66368;-0.490315;2.52788;-1.05135;-0.746502;-0.876273;-0.282438;1.18528;-6.23206;-0.017934;0.00583509;0.0769868;0.0773442;-0.0182914;0.0478178;0.232949;4.29278;0.058619;0.0637571;4.22845;0.236493;95.3819;140.382;-0.0260773;-0.0179228;0.0160435;-0.00347411;0.0768831;-0.00722064;-0.0291453;0;0.0510605;-1.23877;-3.41725;-1.36405;3.88237;-6.99667;-0.0216284;0.00137765;0.0928083;0.0928248;-0.021645;0.0572349;0.233044;4.29104;0.0702192;0.0763132;4.28852;0.233181;96.7147;141.715;-0.0192285;-0.0216588;0.0116727;-0.00783946;0.0927468;0.0150869;0.0839203;0;0.094816;3.38133
682000;683;28.3828;2.57732;0.0998746;-2.8844;28.2281;-0.6647;-0.490395;2.53676;-1.05237;-0.747072;-0.875438;-0.275216;1.18332;-6.22484;-0.017964;0.00571334;0.0766779;0.0770216;-0.0183076;0.0476646;0.234278;4.26843;0.0584145;0.0635528;4.20708;0.237694;95.4359;140.436;-0.0240602;-0.0179537;0.0158499;-0.00353272;0.0765764;-0.0106919;-0.0262468;0;0.0533427;-1.2403;-3.42596;-1.3596;3.88897;-6.99222;-0.0219314;0.00149218;0.0933759;0.0933952;-0.0219507;0.057673;0.234873;4.25763;0.0707251;0.0768973;4.25476;0.235031;96.5576;141.558;-0.0162498;-0.02196;0.0116766;-0.00761835;0.0933145;0.00972617;0.0834089;0;0.0907141;3.3843
683000;684;28.3943;2.58873;0.100317;-2.88439;28.2396;-0.660568;-0.49039;2.54834;-1.04824;-0.746746;-0.868939;-0.280958;1.17967;-6.23058;-0.0184203;0.00577743;0.0776316;0.0779779;-0.0187666;0.0483722;0.237279;4.21445;0.05924;0.0644963;4.15514;0.240666;95.7958;140.796;-0.0237153;-0.0184112;0.0164394;-0.0039348;0.0775217;-0.0148596;-0.0309615;0;0.0493633;-1.24158;-3.43132;-1.36179;3.89486;-6.99385;-0.0210394;0.00259833;0.0930502;0.0931093;-0.0210985;0.0571039;0.226108;4.42267;0.0701711;0.0761386;4.41307;0.226599;94.5415;139.542;-0.00903957;-0.0210472;0.0107483;-0.00470111;0.0930004;0.00749447;0.095838;0;0.0918179;3.38006
684000;685;28.4033;2.59774;0.100666;-2.88544;28.2486;-0.660797;-0.491433;2.55728;-1.04847;-0.746867;-0.865391;-0.285047;1.17812;-6.22819;-0.0183466;0.00518602;0.0763372;0.0766204;-0.0186298;0.0476251;0.240336;4.16085;0.0582911;0.0635001;4.1128;0.243144;95.8294;140.829;-0.0265493;-0.0183411;0.0152875;-0.00402729;0.0762411;-0.00852434;-0.0330354;0;0.0484649;-1.2409;-3.43442;-1.36545;3.89866;-6.99313;-0.0217214;0.00185391;0.0952066;0.0952359;-0.0217507;0.0584933;0.22815;4.38308;0.0718468;0.0779911;4.37851;0.228388;95.9873;140.987;-0.0167968;-0.0217445;0.011742;-0.00697864;0.0951452;0.0116446;0.0867984;0;0.092502;3.38129
685000;686;28.4125;2.607;0.101025;-2.88594;28.2579;-0.658597;-0.491934;2.56659;-1.04627;-0.745508;-0.864691;-0.279966;1.17552;-6.22311;-0.0188628;0.00548891;0.0760369;0.0763533;-0.0191792;0.0477663;0.248074;4.03105;0.0583555;0.0636884;3.98104;0.25119;95.9162;140.916;-0.0277005;-0.0188551;0.0157562;-0.00387333;0.0759355;-0.00558482;-0.03075;0;0.0546316;-1.24041;-3.44325;-1.36242;3.90522;-6.9901;-0.0217708;0.0018167;0.0953604;0.0953886;-0.0217989;0.0585938;0.2283;4.3802;0.0719677;0.078125;4.37583;0.228528;95.9223;140.922;-0.0152082;-0.0217935;0.0115935;-0.00691479;0.0953005;0.00713494;0.0901002;0;0.0913957;3.38133
686000;687;28.4237;2.61817;0.101458;-2.88622;28.2689;-0.666244;-0.492222;2.57762;-1.05392;-0.745689;-0.860639;-0.283254;1.17345;-6.2264;-0.0188749;0.00451421;0.0760051;0.0762194;-0.0190892;0.0476543;0.248338;4.02677;0.0582285;0.0635391;3.99279;0.250451;96.1216;141.122;-0.0271675;-0.0188746;0.014325;-0.00443182;0.0759192;-0.00313349;-0.040916;0;0.050011;-1.24128;-3.45279;-1.37553;3.9185;-7.01132;-0.0216965;0.000579973;0.0933681;0.093371;-0.0216994;0.0575352;0.232376;4.30338;0.0706009;0.0767136;4.30293;0.2324;97.1998;142.2;-0.0184489;-0.021736;0.0110754;-0.00881097;0.0933121;0.00307876;0.0935486;0;0.0877754;3.38408
687000;688;28.437;2.63148;0.101974;-2.88879;28.2821;-0.664729;-0.494784;2.59077;-1.0524;-0.745458;-0.85476;-0.288667;1.17032;-6.23181;-0.0196388;0.00420153;0.0763285;0.0765121;-0.0198224;0.0481672;0.257293;3.88661;0.0587412;0.064223;3.85988;0.259075;96.3864;141.386;-0.0263254;-0.0196412;0.0139973;-0.00472113;0.0762457;-0.00547698;-0.0338209;0;0.0536858;-1.24241;-3.45915;-1.37713;3.92502;-7.01292;-0.021849;0.00075746;0.0937186;0.0937236;-0.0218539;0.0577888;0.233134;4.28938;0.0708988;0.0770517;4.28863;0.233175;97.2521;142.252;-0.0217874;-0.0218887;0.0114908;-0.00884178;0.0936585;0.00427759;0.0895919;0;0.0945947;3.3802
688000;689;28.4489;2.64338;0.102435;-2.89009;28.294;-0.660424;-0.496084;2.6027;-1.0481;-0.744675;-0.849651;-0.292812;1.16713;-6.24258;-0.0201606;0.00392366;0.0761353;0.0762949;-0.0203202;0.0483075;0.264799;3.77645;0.0588185;0.06441;3.75464;0.266337;97.1468;142.147;-0.0258236;-0.0201682;0.0142832;-0.0055092;0.0760476;-0.00422489;-0.00877519;0;0.0562711;-1.24314;-3.46385;-1.37839;3.92984;-7.01099;-0.0217296;0.00158186;0.0957762;0.0957975;-0.0217508;0.0587742;0.226879;4.40765;0.0722155;0.0783655;4.40431;0.22705;96.1581;141.158;-0.0171853;-0.021756;0.0116017;-0.00736362;0.0957159;0.00459173;0.091154;0;0.0981315;3.38011
689000;690;28.46;2.65448;0.102865;-2.89021;28.3049;-0.669576;-0.49621;2.61363;-1.05725;-0.745652;-0.843727;-0.303127;1.16609;-6.24641;-0.0206805;0.00237678;0.0743568;0.0744162;-0.0207399;0.0475781;0.278126;3.5955;0.0577785;0.0634374;3.58806;0.278702;97.6164;142.616;-0.0266856;-0.0206974;0.0118124;-0.00622435;0.0742945;-0.000337139;-0.0116193;0;0.0537342;-1.24461;-3.46971;-1.38876;3.93911;-7.02136;-0.0219006;0.00130553;0.0958131;0.0958276;-0.0219151;0.0588714;0.228576;4.37491;0.0723058;0.0784951;4.37268;0.228693;96.5386;141.539;-0.0192198;-0.0219321;0.0116767;-0.00795168;0.0957517;0.00450653;0.0908817;0;0.0955532;3.38126
690000;691;28.4711;2.66557;0.103295;-2.89119;28.316;-0.668194;-0.49719;2.62472;-1.05587;-0.743602;-0.843533;-0.289799;1.16124;-6.23476;-0.0208312;0.00340246;0.0751932;0.0753136;-0.0209516;0.0481326;0.277036;3.60964;0.0584582;0.0641769;3.59464;0.278192;97.0241;142.024;-0.0251062;-0.0208397;0.0129694;-0.0053103;0.0751204;-0.00231138;-0.0116671;0;0.0517134;-1.2437;-3.47666;-1.37711;3.94086;-7.00478;-0.0224483;0.00140812;0.097051;0.0970676;-0.0224649;0.0597663;0.231304;4.32331;0.0733558;0.0796883;4.32086;0.231436;95.4929;140.493;-0.0131114;-0.0224694;0.0103652;-0.00657341;0.097003;0.00659353;0.0834876;0;0.0937514;3.38389
691000;692;28.4809;2.67543;0.103676;-2.89239;28.3259;-0.6636;-0.498384;2.63462;-1.05127;-0.744026;-0.837428;-0.29915;1.15946;-6.24411;-0.0210062;0.00305414;0.0759065;0.0760026;-0.0211023;0.0485525;0.276738;3.61353;0.0589747;0.0647366;3.60162;0.277653;97.3606;142.361;-0.0253164;-0.0210189;0.012852;-0.00586137;0.075834;-0.00441995;-0.017749;0;0.0571304;-1.24483;-3.48233;-1.38323;3.94836;-7.01091;-0.0222027;0.00172799;0.0971977;0.0972227;-0.0222278;0.0597252;0.228429;4.37773;0.0733557;0.0796336;4.37393;0.228627;95.7621;140.762;-0.0147814;-0.0222253;0.0113741;-0.00686851;0.0971401;0.0136138;0.0892391;0;0.0893718;3.38002
692000;693;28.4886;2.68308;0.103973;-2.89348;28.3334;-0.670164;-0.499481;2.64205;-1.05784;-0.743614;-0.833226;-0.299951;1.15637;-6.24491;-0.020302;0.00346855;0.0750008;0.0751269;-0.0204281;0.0477775;0.27069;3.69426;0.0581036;0.0637033;3.67763;0.271914;96.9038;141.904;-0.0242707;-0.0203099;0.0130185;-0.00523503;0.0749276;-0.00969168;-0.0174142;0;0.054383;-1.24504;-3.48775;-1.3872;3.9546;-7.01488;-0.0221934;0.00217249;0.0977305;0.0977698;-0.0222327;0.0600013;0.227088;4.40359;0.0737169;0.0800017;4.39757;0.227399;95.6885;140.689;-0.0158298;-0.0222137;0.0121;-0.00667065;0.0976659;0.0153191;0.0820243;0;0.0990699;3.38197
693000;694;28.497;2.69149;0.104299;-2.89456;28.3417;-0.672168;-0.500559;2.65034;-1.05984;-0.743365;-0.832007;-0.300528;1.15548;-6.23864;-0.0209306;0.00327629;0.0745017;0.074614;-0.021043;0.0478285;0.280942;3.55946;0.0580428;0.0637713;3.54579;0.282024;96.4815;141.482;-0.0176821;-0.0209364;0.0120264;-0.00469687;0.0744394;-0.00501043;-0.0347691;0;0.0515044;-1.24557;-3.49511;-1.39038;3.96237;-7.01806;-0.0221162;0.00181284;0.0985716;0.0985988;-0.0221434;0.0603711;0.224367;4.45698;0.074223;0.0804949;4.45273;0.224581;95.806;140.806;-0.0174906;-0.02214;0.0117762;-0.00705607;0.09851;0.0146754;0.0871966;0;0.0938537;3.3814
694000;695;28.5105;2.70503;0.104824;-2.89581;28.3552;-0.668138;-0.50181;2.66392;-1.05581;-0.743102;-0.829625;-0.299513;1.15334;-6.23603;-0.0208111;0.00390889;0.0745806;0.0747405;-0.020971;0.0478558;0.279042;3.58369;0.0580931;0.0638077;3.56399;0.280584;95.6329;140.633;-0.0197363;-0.02081;0.0121751;-0.00362374;0.0745187;0.00223502;-0.0314899;0;0.0632707;-1.24658;-3.50486;-1.39318;3.97228;-7.02578;-0.0219135;0.00185143;0.0975775;0.0976062;-0.0219421;0.0597742;0.224575;4.45286;0.073485;0.0796989;4.44834;0.224803;95.9252;140.925;-0.0206547;-0.0219377;0.0119276;-0.00712794;0.0975142;0.0129406;0.095085;0;0.0952071;3.38131
695000;696;28.5231;2.71758;0.10531;-2.8976;28.3676;-0.669378;-0.503595;2.67633;-1.05705;-0.742396;-0.825562;-0.299181;1.14988;-6.23569;-0.0210446;0.00418575;0.0736982;0.0738828;-0.0212292;0.047556;0.285551;3.502;0.0576496;0.063408;3.48025;0.287336;95.4709;140.471;-0.0178975;-0.0210409;0.0122952;-0.00320834;0.073636;-0.0020702;-0.0303247;0;0.0552793;-1.24704;-3.51313;-1.39491;3.98032;-7.0307;-0.0221428;0.000944798;0.096619;0.0966265;-0.0221503;0.0593884;0.229176;4.36346;0.0729311;0.0791845;4.36232;0.229236;96.6034;141.603;-0.019498;-0.0221769;0.0112281;-0.00822492;0.0965619;-0.00152908;0.0954752;0;0.0949168;3.38142
696000;697;28.5336;2.7281;0.105717;-2.89855;28.3781;-0.671586;-0.50455;2.68676;-1.05926;-0.742429;-0.820879;-0.302403;1.14738;-6.23892;-0.0206865;0.00427937;0.0750731;0.075264;-0.0208774;0.0480707;0.275552;3.62908;0.0583927;0.0640942;3.60505;0.277389;95.4359;140.436;-0.0183464;-0.0206829;0.01266;-0.00335507;0.0750071;-0.00092058;-0.0313131;0;0.0517203;-1.24812;-3.51959;-1.40027;3.98824;-7.03607;-0.0220244;0.000743394;0.0964066;0.0964113;-0.0220291;0.0592202;0.228453;4.37726;0.0727378;0.0789602;4.37654;0.228491;96.9774;141.977;-0.0219255;-0.0220637;0.0114348;-0.00879326;0.0963472;0.00770628;0.0964007;0;0.0973937;3.38178
697000;698;28.5457;2.74022;0.106188;-2.89946;28.39;-0.678184;-0.505457;2.6987;-1.06586;-0.742499;-0.816377;-0.302297;1.14419;-6.23881;-0.0207271;0.0039431;0.0764573;0.0766171;-0.0208868;0.0487519;0.271094;3.68876;0.0592798;0.0650026;3.6682;0.272613;95.3562;140.356;-0.0226832;-0.0207256;0.0121866;-0.0035564;0.0763956;0.00613441;-0.0333645;0;0.0507642;-1.24879;-3.52321;-1.39852;3.99103;-7.02619;-0.0224263;0.00170971;0.0992273;0.0992514;-0.0224504;0.0608509;0.22601;4.42459;0.0747829;0.0811345;4.42092;0.226197;95.8938;140.894;-0.0152141;-0.0224517;0.0117748;-0.00724162;0.0991656;0.00565948;0.0903071;0;0.102655;3.38249
698000;699;28.5554;2.74983;0.10656;-2.89986;28.3997;-0.674917;-0.505855;2.7084;-1.06259;-0.741649;-0.814919;-0.298291;1.14154;-6.2348;-0.0209907;0.00382249;0.0762787;0.0764287;-0.0211406;0.0487847;0.275184;3.63394;0.0592697;0.0650462;3.61525;0.276606;95.2229;140.223;-0.0212317;-0.0209891;0.0117689;-0.00340598;0.0762212;0.00623657;-0.0357581;0;0.0505622;-1.24905;-3.53346;-1.39822;4.00006;-7.03082;-0.022631;0.00178243;0.0989152;0.0989413;-0.0226572;0.0607992;0.228792;4.37078;0.074668;0.0810657;4.36689;0.228996;95.5853;140.585;-0.0179098;-0.0226526;0.0113537;-0.0067303;0.098858;0.00765484;0.090568;0;0.106182;3.38129
699000;700;28.5639;2.7584;0.106892;-2.90023;28.4081;-0.68409;-0.506224;2.71675;-1.07176;-0.743238;-0.80853;-0.302998;1.13927;-6.23951;-0.0208746;0.00404186;0.0760598;0.076228;-0.0210429;0.0486355;0.27445;3.64365;0.0590953;0.0648473;3.62251;0.276052;95.3797;140.38;-0.0197611;-0.0208725;0.0122994;-0.00347207;0.0759971;0.00143506;-0.0401544;0;0.0504981;-1.25096;-3.53708;-1.40129;4.00493;-7.02897;-0.0222791;0.00182574;0.09967;0.0996973;-0.0223065;0.0610019;0.223529;4.47369;0.0750141;0.0813358;4.46943;0.223742;95.6408;140.641;-0.0156706;-0.0223019;0.0116572;-0.00691555;0.0996097;0.0094514;0.0908578;0;0.098254;3.3813
700000;701;28.5745;2.76893;0.1073;-2.90237;28.4185;-0.68321;-0.508371;2.72715;-1.07088;-0.742152;-0.802707;-0.307112;1.13554;-6.24362;-0.0207903;0.00301784;0.0766408;0.0767342;-0.0208837;0.048809;0.271269;3.68638;0.0593549;0.0650786;3.67437;0.272156;95.8372;140.837;-0.0214374;-0.0207957;0.0112057;-0.0044292;0.0765868;0.00855156;-0.0337543;0;0.0510562;-1.25125;-3.5422;-1.40476;4.01075;-7.03244;-0.0222926;0.00233321;0.100253;0.100298;-0.022337;0.0613173;0.222363;4.49716;0.0754215;0.0817565;4.4902;0.222707;95.3189;140.319;-0.0143811;-0.0223104;0.0121016;-0.00634733;0.100189;0.00981463;0.0799663;0;0.101811;3.3791
701000;702;28.582;2.7765;0.107593;-2.90196;28.4261;-0.685124;-0.507955;2.73476;-1.0728;-0.742894;-0.803396;-0.296452;1.13368;-6.23456;-0.021076;0.0026176;0.0784298;0.0784986;-0.0211448;0.0498217;0.268724;3.72129;0.0606226;0.0664289;3.71244;0.269365;96.1918;141.192;-0.0203167;-0.0210859;0.0111425;-0.00512091;0.0783754;0.00902566;-0.0391653;0;0.0474511;-1.25268;-3.55201;-1.39594;4.0168;-7.02362;-0.0216962;0.00237537;0.101353;0.101399;-0.021742;0.0615705;0.214065;4.67147;0.0758919;0.0820939;4.66373;0.214421;95.7623;140.762;-0.0173556;-0.0217195;0.0131101;-0.00716026;0.101278;0.0168071;0.0876436;0;0.107104;3.38275
702000;703;28.5974;2.79187;0.108189;-2.90395;28.4414;-0.683294;-0.50995;2.75005;-1.07097;-0.740589;-0.796308;-0.308443;1.13036;-6.24496;-0.0210502;0.00208159;0.0765709;0.0766153;-0.0210946;0.048855;0.274912;3.63753;0.059371;0.0651399;3.63198;0.275332;96.413;141.413;-0.0229975;-0.0210626;0.0102479;-0.00534436;0.0765242;0.0120069;-0.0318155;0;0.0479823;-1.2518;-3.55935;-1.4124;4.02875;-7.045;-0.0221381;0.00259934;0.101131;0.101185;-0.0221929;0.0616891;0.218906;4.56817;0.0759432;0.0822521;4.55936;0.219329;95.7093;140.709;-0.0206765;-0.0221591;0.0133213;-0.00692259;0.101053;0.0128746;0.0958071;0;0.102444;3.38264
703000;704;28.6122;2.80673;0.108765;-2.90509;28.4564;-0.674595;-0.511092;2.76508;-1.06227;-0.741492;-0.792706;-0.309661;1.12875;-6.24617;-0.0214705;0.00236926;0.0771885;0.0772454;-0.0215274;0.0493864;0.278157;3.59509;0.0599747;0.0658485;3.58824;0.278688;96.1272;141.127;-0.0232385;-0.0214801;0.0104205;-0.00494474;0.0771407;0.0175515;-0.0359004;0;0.0492834;-1.25355;-3.56662;-1.41203;4.03559;-7.04275;-0.0222313;0.00147748;0.100871;0.100889;-0.0222491;0.0615688;0.220394;4.53733;0.0757722;0.0820918;4.53451;0.220531;96.1772;141.177;-0.0188359;-0.0222623;0.0120655;-0.00792666;0.100806;0.00799012;0.0951835;0;0.0999477;3.38135
